rank,previous_position,trend,nation,nation_url,flag_url,nation_full_name,confederation,points,rank_date
89,100,up,,/el-salvador/startseite/verein/13951,https://tmssl.akamaized.net//images/flagge/tiny/45.png?lm=1520611569,El Salvador,CONCACAF,447,2000-11-15
90,69,down,,/nordirland/startseite/verein/5674,https://tmssl.akamaized.net//images/flagge/tiny/192.png?lm=1520611569,Northern Ireland,UEFA,440,2000-11-15
91,106,up,,/armenien/startseite/verein/6219,https://tmssl.akamaized.net//images/flagge/tiny/10.png?lm=1520611569,Armenia,UEFA,440,2000-11-15
92,87,down,,/neuseeland/startseite/verein/9171,https://tmssl.akamaized.net//images/flagge/tiny/120.png?lm=1520611569,New Zealand,OFC,438,2000-11-15
93,53,down,,/mali/startseite/verein/3674,https://tmssl.akamaized.net//images/flagge/tiny/105.png?lm=1520611569,Mali,CAF,430,2000-11-15
94,140,up,,/lettland/startseite/verein/3555,https://tmssl.akamaized.net//images/flagge/tiny/92.png?lm=1520611569,Latvia,UEFA,428,2000-11-15
95,141,up,,/liberia/startseite/verein/9172,https://tmssl.akamaized.net//images/flagge/tiny/95.png?lm=1520611569,Liberia,CAF,427,2000-11-15
96,99,up,,/belarus/startseite/verein/3450,https://tmssl.akamaized.net//images/flagge/tiny/18.png?lm=1520611569,Belarus,UEFA,427,2000-11-15
97,158,up,,/moldawien/startseite/verein/6090,https://tmssl.akamaized.net//images/flagge/tiny/112.png?lm=1520611569,Moldova,UEFA,426,2000-11-15
98,107,up,,/vietnam/startseite/verein/8778,https://tmssl.akamaized.net//images/flagge/tiny/185.png?lm=1520611569,Vietnam,AFC,419,2000-11-15
99,54,down,,/katar/startseite/verein/14162,https://tmssl.akamaized.net//images/flagge/tiny/137.png?lm=1520611569,Qatar,AFC,415,2000-11-15
100,148,up,,/singapur/startseite/verein/15357,https://tmssl.akamaized.net//images/flagge/tiny/153.png?lm=1520611569,Singapore,AFC,414,2000-11-15
101,86,down,,/syrien/startseite/verein/13674,https://tmssl.akamaized.net//images/flagge/tiny/163.png?lm=1742914013,Syria,AFC,412,2000-11-15
101,86,down,,/syrien/startseite/verein/13674,https://tmssl.akamaized.net//images/flagge/tiny/163.png?lm=1742914013,Syria,AFC,412,2000-11-15
102,178,up,,/barbados/startseite/verein/16030,https://tmssl.akamaized.net//images/flagge/tiny/17.png?lm=1520611569,Barbados,CONCACAF,410,2000-11-15
103,85,down,,/uganda/startseite/verein/13497,https://tmssl.akamaized.net//images/flagge/tiny/176.png?lm=1520611569,Uganda,CAF,407,2000-11-15
104,64,down,,/jordanien/startseite/verein/15737,https://tmssl.akamaized.net//images/flagge/tiny/78.png?lm=1520611569,Jordan,AFC,400,2000-11-15
105,122,up,,/indonesien/startseite/verein/13958,https://tmssl.akamaized.net//images/flagge/tiny/68.png?lm=1520611569,Indonesia,AFC,400,2000-11-15
106,113,up,,/kenia/startseite/verein/8987,https://tmssl.akamaized.net//images/flagge/tiny/82.png?lm=1520611569,Kenya,CAF,393,2000-11-15
107,32,down,,/wales/startseite/verein/3864,https://tmssl.akamaized.net//images/flagge/tiny/191.png?lm=1520611569,Wales,UEFA,391,2000-11-15
108,79,down,,/oman/startseite/verein/14165,https://tmssl.akamaized.net//images/flagge/tiny/126.png?lm=1520611569,Oman,AFC,386,2000-11-15
109,121,up,,/malaysia/startseite/verein/15738,https://tmssl.akamaized.net//images/flagge/tiny/103.png?lm=1520611569,Malaysia,AFC,384,2000-11-15
110,108,down,,/libanon/startseite/verein/3586,https://tmssl.akamaized.net//images/flagge/tiny/94.png?lm=1520611569,Lebanon,AFC,382,2000-11-15
111,48,down,,/venezuela/startseite/verein/3504,https://tmssl.akamaized.net//images/flagge/tiny/182.png?lm=1520611569,Venezuela,CONMEBOL,379,2000-11-15
112,102,down,,/mosambik/startseite/verein/5129,https://tmssl.akamaized.net//images/flagge/tiny/115.png?lm=1520611569,Mozambique,CAF,367,2000-11-15
113,126,up,,/malawi/startseite/verein/8988,https://tmssl.akamaized.net//images/flagge/tiny/102.png?lm=1520611569,Malawi,CAF,357,2000-11-15
114,127,up,,/aserbaidschan/startseite/verein/8605,https://tmssl.akamaized.net//images/flagge/tiny/13.png?lm=1520611569,Azerbaijan,UEFA,355,2000-11-15
115,105,down,,/madagaskar/startseite/verein/14635,https://tmssl.akamaized.net//images/flagge/tiny/101.png?lm=1520611569,Madagascar,CAF,354,2000-11-15
116,125,up,,/faroer/startseite/verein/9173,https://tmssl.akamaized.net//images/flagge/tiny/208.png?lm=1520611569,Faroe Islands,UEFA,335,2000-11-15
117,142,up,,/indien/startseite/verein/13957,https://tmssl.akamaized.net//images/flagge/tiny/67.png?lm=1520611569,India,AFC,335,2000-11-15
118,161,up,,/malta/startseite/verein/3587,https://tmssl.akamaized.net//images/flagge/tiny/106.png?lm=1520611569,Malta,UEFA,332,2000-11-15
119,176,up,,/mauritius/startseite/verein/14239,https://tmssl.akamaized.net//images/flagge/tiny/109.png?lm=1520611569,Mauritius,CAF,332,2000-11-15
120,111,down,,/libyen/startseite/verein/6602,https://tmssl.akamaized.net//images/flagge/tiny/96.png?lm=1520611569,Libya,CAF,326,2000-11-15
121,114,down,,/kasachstan/startseite/verein/9110,https://tmssl.akamaized.net//images/flagge/tiny/81.png?lm=1520611569,Kazakhstan,UEFA,325,2000-11-15
122,30,down,,/panama/startseite/verein/3577,https://tmssl.akamaized.net//images/flagge/tiny/130.png?lm=1520611569,Panama,CONCACAF,316,2000-11-15
123,163,up,,/myanmar/startseite/verein/16423,https://tmssl.akamaized.net//images/flagge/tiny/116.png?lm=1520611569,Myanmar,AFC,315,2000-11-15
124,137,up,,/turkmenistan/startseite/verein/14248,https://tmssl.akamaized.net//images/flagge/tiny/175.png?lm=1520611569,Turkmenistan,AFC,305,2000-11-15
125,171,up,,/st-vincent-und-die-grenadinen/startseite/verein/17762,https://tmssl.akamaized.net//images/flagge/tiny/224.png?lm=1520611569,Saint Vincent and the Grenadines,CONCACAF,303,2000-11-15
127,131,up,,/ruanda/startseite/verein/3855,https://tmssl.akamaized.net//images/flagge/tiny/139.png?lm=1520611569,Rwanda,CAF,292,2000-11-15
128,153,up,,/hongkong/startseite/verein/15977,https://tmssl.akamaized.net//images/flagge/tiny/218.png?lm=1520611569,Hong Kong,AFC,290,2000-11-15
129,145,up,,/burundi/startseite/verein/13943,https://tmssl.akamaized.net//images/flagge/tiny/30.png?lm=1520611569,Burundi,CAF,288,2000-11-15
130,157,up,,/tahiti/startseite/verein/17763,https://tmssl.akamaized.net//images/flagge/tiny/237.png?lm=1520611569,Tahiti,OFC,287,2000-11-15
131,117,down,,/sudan/startseite/verein/13313,https://tmssl.akamaized.net//images/flagge/tiny/160.png?lm=1520611569,Sudan,CAF,287,2000-11-15
132,152,up,,/salomon-inseln/startseite/verein/15740,https://tmssl.akamaized.net//images/flagge/tiny/69.png?lm=1520611569,Solomon Islands,OFC,286,2000-11-15
133,167,up,,/st-lucia/startseite/verein/17761,https://tmssl.akamaized.net//images/flagge/tiny/230.png?lm=1520611569,Saint Lucia,CONCACAF,281,2000-11-15
134,90,down,,/bahrain/startseite/verein/7214,https://tmssl.akamaized.net//images/flagge/tiny/15.png?lm=1520611569,Bahrain,AFC,271,2000-11-15
135,159,up,,/eswatini/startseite/verein/13675,https://tmssl.akamaized.net//images/flagge/tiny/162.png?lm=1520611569,Eswatini,CAF,269,2000-11-15
136,112,down,,/tansania/startseite/verein/14666,https://tmssl.akamaized.net//images/flagge/tiny/166.png?lm=1520611569,Tanzania,CAF,266,2000-11-15
137,103,down,,/luxemburg/startseite/verein/3580,https://tmssl.akamaized.net//images/flagge/tiny/99.png?lm=1520611569,Luxembourg,UEFA,266,2000-11-15
138,144,up,,/lesotho/startseite/verein/13962,https://tmssl.akamaized.net//images/flagge/tiny/93.png?lm=1520611569,Lesotho,CAF,260,2000-11-15
139,155,up,,/fidschi/startseite/verein/13955,https://tmssl.akamaized.net//images/flagge/tiny/48.png?lm=1520611569,Fiji,OFC,254,2000-11-15
140,164,up,,/grenada/startseite/verein/14175,https://tmssl.akamaized.net//images/flagge/tiny/55.png?lm=1520611569,Grenada,CONCACAF,250,2000-11-15
141,147,up,,/athiopien/startseite/verein/13941,https://tmssl.akamaized.net//images/flagge/tiny/11.png?lm=1520611569,Ethiopia,CAF,247,2000-11-15
142,101,down,,/tadschikistan/startseite/verein/13975,https://tmssl.akamaized.net//images/flagge/tiny/165.png?lm=1520611569,Tajikistan,AFC,247,2000-11-15
143,119,down,,/nordkorea/startseite/verein/15457,https://tmssl.akamaized.net//images/flagge/tiny/86.png?lm=1520611569,North Korea,AFC,246,2000-11-15
144,205,up,,/liechtenstein/startseite/verein/5673,https://tmssl.akamaized.net//images/flagge/tiny/97.png?lm=1520611569,Liechtenstein,UEFA,245,2000-11-15
145,172,up,,/andorra/startseite/verein/10533,https://tmssl.akamaized.net//images/flagge/tiny/5.png?lm=1520611569,Andorra,UEFA,244,2000-11-15
146,154,up,,/st-kitts-und-nevis/startseite/verein/17760,https://tmssl.akamaized.net//images/flagge/tiny/225.png?lm=1520611569,Saint Kitts and Nevis,CONCACAF,243,2000-11-15
147,165,up,,/antigua-und-barbuda/startseite/verein/16028,https://tmssl.akamaized.net//images/flagge/tiny/7.png?lm=1520611569,Antigua and Barbuda,CONCACAF,241,2000-11-15
148,92,down,,/benin/startseite/verein/3955,https://tmssl.akamaized.net//images/flagge/tiny/21.png?lm=1520611569,Benin,CAF,241,2000-11-15
149,180,up,,/bangladesch/startseite/verein/15033,https://tmssl.akamaized.net//images/flagge/tiny/16.png?lm=1520611569,Bangladesh,AFC,236,2000-11-15
150,183,up,,/dominica/startseite/verein/16033,https://tmssl.akamaized.net//images/flagge/tiny/42.png?lm=1520611569,Dominica,CONCACAF,235,2000-11-15
151,138,down,,/botsuana/startseite/verein/15229,https://tmssl.akamaized.net//images/flagge/tiny/25.png?lm=1520611569,Botswana,CAF,222,2000-11-15
152,194,up,,/sri-lanka/startseite/verein/15358,https://tmssl.akamaized.net//images/flagge/tiny/158.png?lm=1520611569,Sri Lanka,AFC,222,2000-11-15
153,169,up,,/bermuda/startseite/verein/15735,https://tmssl.akamaized.net//images/flagge/tiny/211.png?lm=1520611569,Bermuda,CONCACAF,218,2000-11-15
154,173,up,,/malediven/startseite/verein/15456,https://tmssl.akamaized.net//images/flagge/tiny/104.png?lm=1520611569,Maldives,AFC,216,2000-11-15
155,116,down,,/gambia/startseite/verein/6186,https://tmssl.akamaized.net//images/flagge/tiny/52.png?lm=1520611569,The Gambia,CAF,215,2000-11-15
156,143,down,,/dominikanische-republik/startseite/verein/15232,https://tmssl.akamaized.net//images/flagge/tiny/43.png?lm=1520611569,Dominican Republic,CONCACAF,206,2000-11-15
157,67,down,,/kap-verde/startseite/verein/4311,https://tmssl.akamaized.net//images/flagge/tiny/32.png?lm=1520611569,Cape Verde,CAF,205,2000-11-15
158,195,up,,/cayman-inseln/startseite/verein/17751,https://tmssl.akamaized.net//images/flagge/tiny/229.png?lm=1520611569,Cayman Islands,CONCACAF,194,2000-11-15
159,149,down,,/jemen/startseite/verein/15922,https://tmssl.akamaized.net//images/flagge/tiny/186.png?lm=1520611569,Yemen,AFC,192,2000-11-15
160,115,down,,/mauretanien/startseite/verein/14238,https://tmssl.akamaized.net//images/flagge/tiny/108.png?lm=1520611569,Mauritania,CAF,190,2000-11-15
161,174,up,,/chinesisch-taipeh-taiwan-/startseite/verein/15363,https://tmssl.akamaized.net//images/flagge/tiny/164.png?lm=1679300082,Chinese Taipei,AFC,183,2000-11-15
162,177,up,,/tschad/startseite/verein/13978,https://tmssl.akamaized.net//images/flagge/tiny/171.png?lm=1520611569,Chad,CAF,174,2000-11-15
163,123,down,,/suriname/startseite/verein/15359,https://tmssl.akamaized.net//images/flagge/tiny/161.png?lm=1520611569,Suriname,CONCACAF,172,2000-11-15
164,0,down,,/eritrea/startseite/verein/13953,https://tmssl.akamaized.net//images/flagge/tiny/46.png?lm=1520611569,Eritrea,CAF,172,2000-11-15
165,190,up,,/laos/startseite/verein/16431,https://tmssl.akamaized.net//images/flagge/tiny/91.png?lm=1520611569,Laos,AFC,170,2000-11-15
166,182,up,,/nepal/startseite/verein/15350,https://tmssl.akamaized.net//images/flagge/tiny/119.png?lm=1520611569,Nepal,AFC,166,2000-11-15
167,160,down,,/vanuatu/startseite/verein/15238,https://tmssl.akamaized.net//images/flagge/tiny/181.png?lm=1520611569,Vanuatu,OFC,159,2000-11-15
168,179,up,,/kambodscha/startseite/verein/16038,https://tmssl.akamaized.net//images/flagge/tiny/79.png?lm=1520611569,Cambodia,AFC,159,2000-11-15
169,210,up,,/san-marino/startseite/verein/10521,https://tmssl.akamaized.net//images/flagge/tiny/144.png?lm=1520611569,San Marino,UEFA,158,2000-11-15
170,186,up,,/cookinseln/startseite/verein/17752,https://tmssl.akamaized.net//images/flagge/tiny/238.png?lm=1520611569,Cook Islands,OFC,153,2000-11-15
171,95,down,,/palastina/startseite/verein/17758,https://tmssl.akamaized.net//images/flagge/tiny/240.png?lm=1520611569,Palestine,AFC,152,2000-11-15
172,208,up,,/britische-jungferninseln/startseite/verein/17750,https://tmssl.akamaized.net//images/flagge/tiny/231.png?lm=1520611569,British Virgin Islands,CONCACAF,144,2000-11-15
173,187,up,,/samoa/startseite/verein/15235,https://tmssl.akamaized.net//images/flagge/tiny/143.png?lm=1520611569,Samoa,OFC,138,2000-11-15
175,104,down,,/kirgisistan/startseite/verein/3956,https://tmssl.akamaized.net//images/flagge/tiny/90.png?lm=1520611569,Kyrgyzstan,AFC,133,2000-11-15
176,133,down,,/guinea-bissau/startseite/verein/3701,https://tmssl.akamaized.net//images/flagge/tiny/60.png?lm=1520611569,Guinea-Bissau,CAF,127,2000-11-15
177,139,down,,/zentralafrikanische-republik/startseite/verein/12933,https://tmssl.akamaized.net//images/flagge/tiny/138.png?lm=1520611569,Central African Republic,CAF,127,2000-11-15
178,206,up,,/bahamas/startseite/verein/15918,https://tmssl.akamaized.net//images/flagge/tiny/14.png?lm=1520611569,Bahamas,CONCACAF,117,2000-11-15
179,189,up,,/sao-tome-und-principe/startseite/verein/15236,https://tmssl.akamaized.net//images/flagge/tiny/145.png?lm=1520611569,São Tomé and Príncipe,CAF,115,2000-11-15
180,193,up,,/macau/startseite/verein/16432,https://tmssl.akamaized.net//images/flagge/tiny/219.png?lm=1520611569,Macau,AFC,115,2000-11-15
181,110,down,,/niger/startseite/verein/14163,https://tmssl.akamaized.net//images/flagge/tiny/123.png?lm=1520611569,Niger,CAF,113,2000-11-15
182,136,down,,/philippinen/startseite/verein/15234,https://tmssl.akamaized.net//images/flagge/tiny/134.png?lm=1520611569,Philippines,AFC,106,2000-11-15
183,151,down,,/guyana/startseite/verein/15736,https://tmssl.akamaized.net//images/flagge/tiny/61.png?lm=1520611569,Guyana,CONCACAF,106,2000-11-15
184,197,up,,/tonga/startseite/verein/16435,https://tmssl.akamaized.net//images/flagge/tiny/169.png?lm=1520611569,Tonga,OFC,99,2000-11-15
185,191,up,,/aruba/startseite/verein/17749,https://tmssl.akamaized.net//images/flagge/tiny/233.png?lm=1520611569,Aruba,CONCACAF,98,2000-11-15
186,181,down,,/belize/startseite/verein/15919,https://tmssl.akamaized.net//images/flagge/tiny/20.png?lm=1520611569,Belize,CONCACAF,93,2000-11-15
187,97,down,,/aquatorialguinea/startseite/verein/13485,https://tmssl.akamaized.net//images/flagge/tiny/8.png?lm=1520611569,Equatorial Guinea,CAF,90,2000-11-15
188,203,up,,/seychellen/startseite/verein/3562,https://tmssl.akamaized.net//images/flagge/tiny/151.png?lm=1520611569,Seychelles,CAF,82,2000-11-15
189,199,up,,/pakistan/startseite/verein/15352,https://tmssl.akamaized.net//images/flagge/tiny/128.png?lm=1520611569,Pakistan,AFC,74,2000-11-15
190,132,down,,/nicaragua/startseite/verein/15351,https://tmssl.akamaized.net//images/flagge/tiny/121.png?lm=1520611569,Nicaragua,CONCACAF,71,2000-11-15
191,170,down,,/papua-neuguinea/startseite/verein/15233,https://tmssl.akamaized.net//images/flagge/tiny/131.png?lm=1520611569,Papua New Guinea,OFC,67,2000-11-15
192,196,up,,/dschibuti/startseite/verein/16427,https://tmssl.akamaized.net//images/flagge/tiny/41.png?lm=1520611569,Djibouti,CAF,65,2000-11-15
193,188,down,,/brunei-darussalam/startseite/verein/14233,https://tmssl.akamaized.net//images/flagge/tiny/27.png?lm=1520611569,Brunei Darussalam,AFC,64,2000-11-15
194,156,down,,/puerto-rico/startseite/verein/17759,https://tmssl.akamaized.net//images/flagge/tiny/228.png?lm=1520611569,Puerto Rico,CONCACAF,54,2000-11-15
195,200,up,,/somalia/startseite/verein/13974,https://tmssl.akamaized.net//images/flagge/tiny/156.png?lm=1520611569,Somalia,CAF,40,2000-11-15
196,185,down,,/mongolei/startseite/verein/15739,https://tmssl.akamaized.net//images/flagge/tiny/114.png?lm=1520611569,Mongolia,AFC,34,2000-11-15
197,209,up,,/anguilla/startseite/verein/17748,https://tmssl.akamaized.net//images/flagge/tiny/232.png?lm=1520611569,Anguilla,CONCACAF,33,2000-11-15
198,207,up,,/amerikanische-jungferninseln/startseite/verein/17747,https://tmssl.akamaized.net//images/flagge/tiny/234.png?lm=1520611569,United States Virgin Islands,CONCACAF,33,2000-11-15
199,204,up,,/turks-und-caicosinseln/startseite/verein/17764,https://tmssl.akamaized.net//images/flagge/tiny/226.png?lm=1520611569,Turks and Caicos Islands,CONCACAF,22,2000-11-15
200,192,down,,/bhutan/startseite/verein/15920,https://tmssl.akamaized.net//images/flagge/tiny/22.png?lm=1520611569,Bhutan,AFC,15,2000-11-15
201,201,stable,,/guam/startseite/verein/17753,https://tmssl.akamaized.net//images/flagge/tiny/241.png?lm=1520611569,Guam,AFC,15,2000-11-15
202,175,down,,/montserrat/startseite/verein/17754,https://tmssl.akamaized.net//images/flagge/tiny/235.png?lm=1520611569,Montserrat,CONCACAF,11,2000-11-15
203,184,down,,/amerikanisch-samoa/startseite/verein/17746,https://tmssl.akamaized.net//images/flagge/tiny/239.png?lm=1520611569,American Samoa,OFC,8,2000-11-15
1,5,up,,/brasilien/startseite/verein/3439,https://tmssl.akamaized.net//images/flagge/tiny/26.png?lm=1520611569,Brazil,CONMEBOL,821,2000-12-20
2,3,up,,/frankreich/startseite/verein/3377,https://tmssl.akamaized.net//images/flagge/tiny/50.png?lm=1520611569,France,UEFA,801,2000-12-20
3,2,down,,/argentinien/startseite/verein/3437,https://tmssl.akamaized.net//images/flagge/tiny/9.png?lm=1520611569,Argentina,CONMEBOL,773,2000-12-20
4,12,up,,/italien/startseite/verein/3376,https://tmssl.akamaized.net//images/flagge/tiny/75.png?lm=1520611569,Italy,UEFA,742,2000-12-20
5,44,up,,/tschechien/startseite/verein/3445,https://tmssl.akamaized.net//images/flagge/tiny/172.png?lm=1520611569,Czech Republic,UEFA,742,2000-12-20
6,6,stable,,/portugal/startseite/verein/3300,https://tmssl.akamaized.net//images/flagge/tiny/136.png?lm=1520611569,Portugal,UEFA,738,2000-12-20
7,1,down,,/spanien/startseite/verein/3375,https://tmssl.akamaized.net//images/flagge/tiny/157.png?lm=1520611569,Spain,UEFA,735,2000-12-20
8,7,down,,/niederlande/startseite/verein/3379,https://tmssl.akamaized.net//images/flagge/tiny/122.png?lm=1520611569,Netherlands,UEFA,709,2000-12-20
10,39,up,,/paraguay/startseite/verein/3581,https://tmssl.akamaized.net//images/flagge/tiny/132.png?lm=1520611569,Paraguay,CONMEBOL,707,2000-12-20
11,9,down,,/deutschland/startseite/verein/3262,https://tmssl.akamaized.net//images/flagge/tiny/40.png?lm=1520612525,Germany,UEFA,705,2000-12-20
12,15,up,,/mexiko/startseite/verein/6303,https://tmssl.akamaized.net//images/flagge/tiny/110.png?lm=1520611569,Mexico,CONCACAF,693,2000-12-20
13,47,up,,/rumanien/startseite/verein/3447,https://tmssl.akamaized.net//images/flagge/tiny/140.png?lm=1520611569,Romania,UEFA,683,2000-12-20
14,29,up,,/norwegen/startseite/verein/3440,https://tmssl.akamaized.net//images/flagge/tiny/125.png?lm=1520611569,Norway,UEFA,675,2000-12-20
15,13,down,,/kolumbien/startseite/verein/3816,https://tmssl.akamaized.net//images/flagge/tiny/83.png?lm=1520611569,Colombia,CONMEBOL,672,2000-12-20
16,14,down,,/vereinigte-staaten/startseite/verein/3505,https://tmssl.akamaized.net//images/flagge/tiny/184.png?lm=1520611569,United States,CONCACAF,659,2000-12-20
17,4,down,,/england/startseite/verein/3299,https://tmssl.akamaized.net//images/flagge/tiny/189.png?lm=1520611569,England,UEFA,657,2000-12-20
18,10,down,,/kroatien/startseite/verein/3556,https://tmssl.akamaized.net//images/flagge/tiny/37.png?lm=1520611569,Croatia,UEFA,656,2000-12-20
19,52,up,,/chile/startseite/verein/3700,https://tmssl.akamaized.net//images/flagge/tiny/33.png?lm=1520611569,Chile,CONMEBOL,639,2000-12-20
